ID,EnglishNames,Countries,CountryCode,Endangerment,No,Latitude,Longitude
1290,Ghadames,Libyan Arab Jamahiriya,LBY,Vulnerable,2000,30.1166,9.5251
1339,Griko (Calabria),Italy,ITA,Severely endangered,2000,37.9961,15.9329
604,Huilliche,Chile,CHL,Critically endangered,2000,-40.4803,-73.5424
107,Ik,Uganda,UGA,Severely endangered,2000,3.5024,34.1894
1183,Jangshung,India,IND,Definitely endangered,2000,31.7748,78.4753
1033,Jero,Nepal,NPL,Vulnerable,2000,27.2241,86.3909
597,Kari'ña (French Guyana),French Guiana (France),GUF,Definitely endangered,2000,5.5066,-53.6572
675,Khamnigan Mongol,"China, Mongolia, Russian Federation","CHN, MNG, RUS",Definitely endangered,2000,50.3454,114.1094
1390,Kona,Nigeria,NGA,Severely endangered,2000,9.0587,11.2829
2051,Koreguaje,Colombia,COL,Definitely endangered,2000,1,-75
484,Koryak,Russian Federation,RUS,Severely endangered,2000,61.8561,168.6621
1573,Kota,India,IND,Critically endangered,2000,11.4154,76.8576
61,Logorik,Sudan,SDN,Critically endangered,2000,11.1433,29.8306
386,Lule Saami,"Norway, Sweden","NOR, SWE",Severely endangered,2000,67.272,17.7978
1197,Luro,India,IND,Critically endangered,2000,7.915,93.3837
1633,Mambai,Chad,TCD,Severely endangered,2000,9.6007,14.0899
1192,Milang,India,IND,Definitely endangered,2000,28.488,95.2954
632,Mocoví,Argentina,ARG,Definitely endangered,2000,-27.6056,-59.7656
2555,Momuna,Indonesia,IDN,Vulnerable,2000,-5,139
545,Mpi,Thailand,THA,Definitely endangered,2000,18.2554,100.2227
2412,Muda,China,CHN,Vulnerable,2000,21.8421,100.6851
1851,Munji,Afghanistan,AFG,Severely endangered,2000,36.0379,70.6723
2247,Nguon,Viet Nam,VNM,Vulnerable,2000,17.5333,105.3833
325,Nheengatu / Yeral (Venezuela),Venezuela (Bolivarian Republic of),VEN,Severely endangered,2000,1.2303,-66.8408
1362,Nihali,India,IND,Critically endangered,2000,20.5402,76.0913
1123,Nyishangba,Nepal,NPL,Definitely endangered,2000,28.6423,84.1017
1532,Ottawa (Walpole Island),"Canada, United States of America","CAN, USA",Severely endangered,2000,42.6068,-82.5195
1572,Prasun,Afghanistan,AFG,Definitely endangered,2000,35.3543,71.26
2033,Rukai,China,CHN,Vulnerable,2000,22.792,120.8104
311,Sáliba,"Colombia, Venezuela (Bolivarian Republic of)","COL, VEN",Severely endangered,2000,5.3097,-69.873
2411,Sangkong,China,CHN,Vulnerable,2000,21.5158,100.6957
47,Sarwa,Chad,TCD,Definitely endangered,2000,10.5958,17.0397
861,Shoshoni (Idaho),United States of America,USA,Severely endangered,2000,43.0438,-112.4629
1469,Shoshoni (Nevada),United States of America,USA,Severely endangered,2000,40.0358,-113.9835
1468,Shoshoni (Wyoming),United States of America,USA,Severely endangered,2000,43.014,-108.8209
1222,Tai Phake,India,IND,Severely endangered,2000,27.5033,95.2185
2,Tamazight (Arzew),Algeria,DZA,Critically endangered,2000,35.5869,-0.4737
561,Tanglang,China,CHN,Vulnerable,2000,26.0863,99.7119
1748,Tchitchege,Gabon,GAB,Definitely endangered,2000,-1.8508,13.612
1194,Tinan,"China, India","CHN, IND",Definitely endangered,2000,32.519,77.6733
591,Tsafiki,Ecuador,ECU,Definitely endangered,2000,-0.25,-79.15
1662,Ukhwejo,Central African Republic,CAF,Severely endangered,2000,3.3626,16.0565
733,Urarina,Peru,PER,Vulnerable,2000,-4.3464,-75.3002
1836,Ushojo,Pakistan,PAK,Definitely endangered,2000,35.0209,72.897
895,Waigali,Afghanistan,AFG,Definitely endangered,2000,35.1895,71.1941
758,Waotededo,Ecuador,ECU,Vulnerable,2000,-1.1864,-76.6296
2482,Wotapuri-Katarqalai,Afghanistan,AFG,Definitely endangered,2000,34.4166,70.3333
1426,Wutun,China,CHN,Definitely endangered,2000,35.791,102.4365
579,Candoshi,Peru,PER,Definitely endangered,1900,-3.7107,-76.9042
1771,Hupda (Brazil),Brazil,BRA,Vulnerable,1900,0.7909,-68.247
975,Mixtec of the central Ravine,Mexico,MEX,Definitely endangered,1878,17.9666,-96.8333
1654,Kendeje,Chad,TCD,Definitely endangered,1859,13.6299,21.5771
1043,Hunzib,Russian Federation,RUS,Definitely endangered,1839,42.1654,46.2991
1328,Tchumbuli,Benin,BEN,Critically endangered,1838,8.7113,2.1533
747,Cashibo-Cacataibo,Peru,PER,Definitely endangered,1800,-8.9393,-75.0915
2679,Grass Koiari,Papua New Guinea,PNG,Vulnerable,1800,-9.4558,147.5559
2536,Isirawa,Indonesia,IDN,Vulnerable,1800,-1.8783,138.5485
2292,Lanoh,Malaysia,MYS,Critically endangered,1800,5.2509,101.0206
2310,Lemolang,Indonesia,IDN,Vulnerable,1800,-2.6303,120.1849
2602,Nila (Seram Island),Indonesia,IDN,Definitely endangered,1800,-3.2173,128.9849
2437,Shixing,China,CHN,Definitely endangered,1800,28.5263,100.4734
1360,Chuj (Mexico),Mexico,MEX,Critically endangered,1771,16.1203,-92.0407
435,Darma,"India, Nepal","IND, NPL",Definitely endangered,1761,30.0037,80.5641
1407,Kung,Cameroon,CMR,Severely endangered,1750,6.5227,10.1074
302,Lokono (Guyana),"Guyana, Venezuela (Bolivarian Republic of)","GUY, VEN",Critically endangered,1750,6.2934,-58.0957
433,Byangsi,"India, Nepal","IND, NPL",Definitely endangered,1734,30.0595,80.7824
518,Pasing,Lao People's Democratic Republic,LAO,Definitely endangered,1732,21.1254,101.4697
1110,Yamphu,Nepal,NPL,Definitely endangered,1722,27.5935,87.3316
2272,Andio,Indonesia,IDN,Vulnerable,1700,-0.8514,123.1457
765,Cheyenne (Montana),United States of America,USA,Definitely endangered,1700,45.5495,-106.5263
2178,Kumzari,Oman,OMN,Severely endangered,1700,26.1936,56.2431
1946,Quechua of Yauyos,Peru,PER,Critically endangered,1700,-12.9081,-75.6958
1467,Bainouk-Samik,Senegal,SEN,Severely endangered,1685,12.5733,-16.2652
2239,Côông,Viet Nam,VNM,Definitely endangered,1676,22.5943,102.7455
268,Dogrib,Canada,CAN,Vulnerable,1675,62.8292,-115.9904
840,Upland Yuman,United States of America,USA,Vulnerable,1650,36.2377,-112.7094
1018,Eastern Cuicatec,Mexico,MEX,Vulnerable,1641,17.9666,-96.7166
2059,Tamazight (Ait Rouadi),Morocco,MAR,Extinct,1637,32.5745,-5.9655
2348,Woleaian,Micronesia (Federated States of),FSM,Severely endangered,1631,7.3515,143.8769
921,Huehuetla Tepehua,Mexico,MEX,Definitely endangered,1603,20.46,-98.0761
1630,Kadiwéu,Brazil,BRA,Definitely endangered,1600,-20.5222,-56.7237
1539,Southern Tiwa (Isleta Pueblo),United States of America,USA,Definitely endangered,1600,34.9057,-106.7066
1538,Southern Tiwa (Sandia Pueblo),United States of America,USA,Definitely endangered,1600,35.2516,-106.565
1540,Tewa (Arizona),United States of America,USA,Definitely endangered,1600,35.8334,-110.3798
877,Tewa (New Mexico),United States of America,USA,Severely endangered,1600,36.053,-106.0708
1377,ǁGana,Botswana,BWA,Vulnerable,1550,-21.7824,21.8971
1761,Akwáwa,Brazil,BRA,Vulnerable,1548,-5.2441,-52.7014
1017,Northern Cuicatec,Mexico,MEX,Vulnerable,1503,17.9511,-96.7384
1284,Chiquihuitlán Mazatec,Mexico,MEX,Definitely endangered,1502,17.9953,-96.7449
1955,Apinajé,Brazil,BRA,Vulnerable,1500,-6.0317,-47.5604
1848,Bashkarik,Pakistan,PAK,Severely endangered,1500,35.2893,72.6168
434,Chintang,Nepal,NPL,Severely endangered,1500,26.9367,87.1991
473,Forest Nenets,Russian Federation,RUS,Severely endangered,1500,64.9188,77.7941
2000,Hupda (Colombia),Colombia,COL,Definitely endangered,1500,0.3845,-70.1367
2291,Jah Hut,Malaysia,MYS,Severely endangered,1500,3.6452,102.3065
15,Jeri,Côte d'Ivoire,CIV,Severely endangered,1500,9.2647,-5.8666
1645,Jonkor Bourmataguil,Chad,TCD,Severely endangered,1500,11.4261,19.0145
90,K'emant,Ethiopia,ETH,Severely endangered,1500,12.9349,37.2326
1184,Kanashi,India,IND,Definitely endangered,1500,32.0406,77.1075
1869,Karajá,Brazil,BRA,Vulnerable,1500,-11.0921,-50.3393
1518,Karelian (Tikhvin),Russian Federation,RUS,Severely endangered,1500,59.601,33.3544
1412,Kendem,Cameroon,CMR,Severely endangered,1500,5.7061,9.6377
1221,Khamba,"China, India","CHN, IND",Definitely endangered,1500,29.0105,94.7653
1226,Lishpa,India,IND,Definitely endangered,1500,27.3327,92.384
1812,Mayoruna (Brazil),Brazil,BRA,Vulnerable,1500,-3.3379,-64.8413
786,Mescalero-Chiricahua Apache (New Mexico),United States of America,USA,Definitely endangered,1500,33.1514,-105.7942
2403,Numao Bunu,China,CHN,Definitely endangered,1500,24.3902,107.2701
2282,Orang Seletar,Malaysia,MYS,Severely endangered,1500,1.3387,103.464
1909,Palenque Creole,Colombia,COL,Definitely endangered,1500,10.0952,-75.1142
2257,Pong,Lao People's Democratic Republic,LAO,Definitely endangered,1500,18.4666,105.05
2032,Pyuma,China,CHN,Vulnerable,1500,22.8027,121.0748
2039,Saaroa,China,CHN,Critically endangered,1500,23.1283,120.7062
2317,Saluan,Indonesia,IDN,Vulnerable,1500,-0.8129,122.871
2295,Semaq Beri,Malaysia,MYS,Critically endangered,1500,4.0012,102.8443
1722,Talodi,Sudan,SDN,Critically endangered,1500,10.6902,30.3964
304,Wayana (Suriname),Suriname,SUR,Vulnerable,1500,2.7455,-54.58
215,Wik Mungkan,Australia,AUS,Vulnerable,1500,-12.9403,141.9873
2355,Natsilingmiutut,Canada,CAN,Vulnerable,1455,68.643,-95.8863
635,Movima,Bolivia (Plurinational State of),BOL,Severely endangered,1452,-13.7954,-65.4345
1661,Ngombe,Central African Republic,CAF,Definitely endangered,1450,3.9492,15.2352
589,Cinta Larga,Brazil,BRA,Vulnerable,1440,-11.4154,-59.7216
2234,Dupaninan Agta,Philippines,PHL,Vulnerable,1400,17.9682,122.0361
1724,Tese,Sudan,SDN,Critically endangered,1400,11.2161,29.8471
1805,Bororo,Brazil,BRA,Definitely endangered,1390,-15.5172,-53.1024
2346,Puluwat,Micronesia (Federated States of),FSM,Severely endangered,1364,7.5803,149.425
1757,Kanela Rankokamekra,Brazil,BRA,Vulnerable,1337,-6.075,-44.9121
1646,Saba,Chad,TCD,Definitely endangered,1335,11.1487,18.0175
1807,Kurripako (Brazil),Brazil,BRA,Vulnerable,1332,0.7001,-68.3789
2253,Triw,Lao People's Democratic Republic,LAO,Definitely endangered,1328,15.6833,107.2
1341,Guernsey French,United Kingdom of Great Britain and Northern Ireland,GBR,Severely endangered,1327,49.4502,-2.5927
2344,Paafang,Micronesia (Federated States of),FSM,Severely endangered,1318,7.6198,155.1571
442,Chɨlɨng,Nepal,NPL,Definitely endangered,1314,26.9483,87.2527
947,Zapotec of the Valleys north,Mexico,MEX,Severely endangered,1303,17.0666,-96.65
343,Cypriot Arabic,Cyprus,CYP,Severely endangered,1300,35.3196,33.338
2067,Palikur (Brazil),Brazil,BRA,Vulnerable,1300,4.0396,-51.7236
1196,Sanenyo,India,IND,Critically endangered,1300,7.9504,93.576
1287,Tecóatl Mazatec,Mexico,MEX,Vulnerable,1300,18.1653,-96.9124
1833,Xinka,Guatemala,GTM,Critically endangered,1283,14.3447,-90.2603
920,Ozomatlán Totonac,Mexico,MEX,Critically endangered,1276,20.1766,-98.0527
1126,Kāgate,Nepal,NPL,Definitely endangered,1273,27.5449,86.2925
628,Maxakali,Brazil,BRA,Vulnerable,1271,-16.5519,-40.3417
2688,Murik,Papua New Guinea,PNG,Vulnerable,1256,-3.8368,144.2807
1580,Pengo,India,IND,Critically endangered,1254,19.0621,83.4851
1809,Marúbo,Brazil,BRA,Vulnerable,1252,-6.0968,-70.2246
1968,Aivilingmiutut,Canada,CAN,Vulnerable,1245,64.1657,-83.243
1634,Besme,Chad,TCD,Severely endangered,1228,9.6386,16.018
2605,Oirata,Indonesia,IDN,Definitely endangered,1221,-8.0755,127.1777
1093,Lohorung,Nepal,NPL,Severely endangered,1207,27.4266,87.2498
1709,Harakmbut,Peru,PER,Definitely endangered,1206,-12.9403,-70.2685
2416,Buyang,China,CHN,Severely endangered,1200,23.4146,105.7632
2279,Dakka,Indonesia,IDN,Vulnerable,1200,-3.316,119.2071
2289,Mah Meri,Malaysia,MYS,Severely endangered,1200,2.836,101.4299
588,Manjui,"Argentina, Bolivia (Plurinational State of), Paraguay","ARG, BOL, PRY",Definitely endangered,1200,-23.1201,-62.7539
2613,Te'un (Seram Island),Indonesia,IDN,Definitely endangered,1200,-3.1843,128.9465
2034,Tsou,China,CHN,Vulnerable,1200,23.5174,120.8564
2614,Ujir,Indonesia,IDN,Definitely endangered,1200,-5.6105,134.2776
2420,White Gelao (China),China,CHN,Severely endangered,1200,26.4894,105.021
2252,Dakkang,Lao People's Democratic Republic,LAO,Definitely endangered,1198,15.6333,107.25
2359,Northern Algonquin,Canada,CAN,Vulnerable,1180,48.0616,-77.3521
1923,Akawaio (Brazil),Brazil,BRA,Vulnerable,1170,4.1711,-60.249
1272,Huehuetlán Mazatec,Mexico,MEX,Vulnerable,1169,18.1964,-96.9471
1697,Trio (Brazil),Brazil,BRA,Vulnerable,1156,1.7136,-55.2392
2636,Savo,Solomon Islands,SLB,Definitely endangered,1147,-9.1292,159.8071
1830,Tektitek,Guatemala,GTM,Definitely endangered,1144,15.3073,-92.0609
2493,Fwâi,New Caledonia (France),NCL,Vulnerable,1131,-20.7048,164.9034
1855,Waimirí-Atroarí,Brazil,BRA,Vulnerable,1120,-1.0985,-60.8203
1913,Guayabero,Colombia,COL,Definitely endangered,1118,2.6028,-72.3999
2502,Fagauvea (Northern),New Caledonia (France),NCL,Vulnerable,1107,-20.4089,166.5444
2503,Fagauvea (Southern),New Caledonia (France),NCL,Vulnerable,1107,-20.7381,166.4126
1649,Fania,Chad,TCD,Severely endangered,1100,10.0581,18.3993
1642,Ubi,Chad,TCD,Severely endangered,1100,12.1534,18.6946
1731,Warnang,Sudan,SDN,Severely endangered,1100,10.6538,30.6298
1788,Itzá,Guatemala,GTM,Critically endangered,1094,16.9838,-89.899
974,Mixtec of the southwest of Puebla,Mexico,MEX,Definitely endangered,1074,18.6333,-98.0666
924,Lowland Chontal,Mexico,MEX,Critically endangered,1060,16.0286,-95.6683
530,Koireng,India,IND,Critically endangered,1056,24.2319,93.7463
584,Chipaya,Bolivia (Plurinational State of),BOL,Definitely endangered,1050,-19.2074,-68.2031
2340,Mokilese,Micronesia (Federated States of),FSM,Critically endangered,1050,6.6864,159.7631
1499,Western Náhuatl,Mexico,MEX,Severely endangered,1041,18.3745,-103.3026
1270,Acatepec Mazatec,Mexico,MEX,Vulnerable,1038,18.1621,-96.8766
973,Mixtec of Villa de Tututepec,Mexico,MEX,Definitely endangered,1019,16.1333,-97.6
1575,Toda,India,IND,Critically endangered,1006,11.3184,76.8273
2580,Adabe,Timor-Leste,TLS,Vulnerable,1000,-8.2549,125.5737
463,Alutor,Russian Federation,RUS,Severely endangered,1000,60.2016,165.4238
1455,Arapaho (Wyoming),United States of America,USA,Severely endangered,1000,43.0139,-108.8214
113,Beeke,Democratic Republic of the Congo,ZAI,Severely endangered,1000,0.9997,28.7951
1453,Blackfoot (United States of America),United States of America,USA,Definitely endangered,1000,48.5699,-113.0918
1612,Bohtan Neo-Aramaic,"Georgia, Russian Federation","GEO, RUS",Severely endangered,1000,41.5579,45.0219
2441,Bola,China,CHN,Definitely endangered,1000,25.0638,98.2414
95,Bong'om,Kenya,KEN,Definitely endangered,1000,1.1315,35.0134
736,Bora,"Colombia, Peru","COL, PER",Vulnerable,1000,-2.7455,-71.8835
482,Central Siberian Yupik (St. Lawrence Island),United States of America,USA,Definitely endangered,1000,63.7444,-171.7242
1249,Chali,Bhutan,BTN,Definitely endangered,1000,27.301,91.2991
1536,Cherokee (North Carolina),United States of America,USA,Severely endangered,1000,35.113,-84.0588
590,Cocama-Cocamilla (Peru),Peru,PER,Severely endangered,1000,-4.8282,-74.2565
1698,Dair,Sudan,SDN,Severely endangered,1000,12.517,30.5914
1251,Dakpa,"Bhutan, India","BTN, IND",Definitely endangered,1000,27.3937,91.8965
2616,Dampelas,Indonesia,IDN,Definitely endangered,1000,0.2005,119.8965
521,Danaw,Myanmar,MMR,Critically endangered,1000,21.192,97.3937
1320,Ega,Côte d'Ivoire,CIV,Severely endangered,1000,5.8018,-5.4492
75,El Hugeirat,Sudan,SDN,Severely endangered,1000,12.3131,28.4243
2630,Faghani,Solomon Islands,SLB,Vulnerable,1000,-10.4337,161.5979
1657,Fongoro,Chad,TCD,Severely endangered,1000,11.1029,22.7197
773,Gambiri,Afghanistan,AFG,Severely endangered,1000,34.9017,70.9085
1254,Gongduk,Bhutan,BTN,Vulnerable,1000,27.086,91.2002
2590,Gorap,Indonesia,IDN,Definitely endangered,1000,2.1528,128.2516
184,Guugu Yimidhirr,Australia,AUS,Vulnerable,1000,-14.8598,144.7338
1383,Gyem,Nigeria,NGA,Critically endangered,1000,10.3865,9.3122
2584,Habu,Timor-Leste,TLS,Vulnerable,1000,-8.7819,126.0021
712,Hawaiian,United States of America,USA,Critically endangered,1000,21.9226,-160.1147
1984,Hértevin,Turkey,TUR,Critically endangered,1000,37.9268,42.5473
2207,Hu,China,CHN,Definitely endangered,1000,22.1743,100.9264
1031,Hualapai,United States of America,USA,Vulnerable,1000,35.5279,-113.4297
526,Hung,"Lao People's Democratic Republic, Viet Nam","LAO, VNM",Definitely endangered,1000,18.9062,105.05
1049,Inkhokvari,Russian Federation,RUS,Definitely endangered,1000,42.3981,46.0299
1437,Ishkashimi,Tajikistan,TJK,Severely endangered,1000,36.6915,71.7668
1410,Iyive,Cameroon,CMR,Severely endangered,1000,6.4354,9.5278
1496,Jiongnai Bunu,China,CHN,Definitely endangered,1000,23.3902,108.5135
49,Kaande,Gabon,GAB,Severely endangered,1000,-0.1318,11.8103
2226,Kaco',Cambodia,KHM,Definitely endangered,1000,13.934,107.4222
528,Kadu,Myanmar,MMR,Severely endangered,1000,24.2042,95.6332
2585,Kairui-Midiki,Timor-Leste,TLS,Vulnerable,1000,-8.7222,126.2878
112,Kari,Democratic Republic of the Congo,ZAI,Severely endangered,1000,4.8392,25.5432
1235,Kayabi,Brazil,BRA,Vulnerable,1000,-11.1972,-53.2342
1098,Khowa,India,IND,Definitely endangered,1000,27.2546,92.5323
2306,Kodeoha,Indonesia,IDN,Vulnerable,1000,-3.4147,120.9155
1656,Kujarge,Chad,TCD,Definitely endangered,1000,11.749,22.2431
2081,Kukatja,Australia,AUS,Vulnerable,1000,-21.2074,126.4746
2681,Kuot,Papua New Guinea,PNG,Vulnerable,1000,-3.0692,151.5234
684,Lokono (Suriname),"French Guiana (France), Suriname","GUF, SUR",Severely endangered,1000,5.6487,-55.1074
1746,Mahongwe,Gabon,GAB,Severely endangered,1000,1.0216,13.9031
456,Manchurian Ölöt,China,CHN,Severely endangered,1000,48.1953,124.2993
542,May,"Lao People's Democratic Republic, Viet Nam","LAO, VNM",Definitely endangered,1000,18.0623,105.5786
48,Mbara,Chad,TCD,Severely endangered,1000,10.8009,15.6335
1195,Mech,India,IND,Severely endangered,1000,26.5688,89.1979
1511,Mòcheno,Italy,ITA,Definitely endangered,1000,46.1194,11.3258
2586,Naueti,Timor-Leste,TLS,Vulnerable,1000,-8.7357,126.7053
143,North Greenlandic,Greenland (Kingdom of Denmark),GRL,Definitely endangered,1000,77.4815,-69.3511
2262,Ormuri,"Pakistan, Afghanistan","PAK, AFG",Definitely endangered,1000,32.518,69.783
1622,Paiter,Brazil,BRA,Vulnerable,1000,-11.1245,-61.3476
1814,Pareci,Brazil,BRA,Definitely endangered,1000,-14.3525,-58.0174
987,Pasi,India,IND,Definitely endangered,1000,28.1834,95.2651
1348,Resian,Italy,ITA,Definitely endangered,1000,46.3734,13.3058
553,Sach,"Lao People's Democratic Republic, Viet Nam","LAO, VNM",Definitely endangered,1000,17.78,105.7666
1745,Sake,Gabon,GAB,Severely endangered,1000,-0.0247,11.7691
346,Saterlandic,Germany,DEU,Severely endangered,1000,53.1059,7.6787
2405,She,China,CHN,Critically endangered,1000,23.3333,115.2459
1498,Shumashti,Afghanistan,AFG,Severely endangered,1000,34.6108,70.7569
1747,Sighu,Gabon,GAB,Severely endangered,1000,-0.0549,13.5461
2566,Sobei,Indonesia,IDN,Definitely endangered,1000,-1.8632,138.7408
563,Thavung (Laos),"Lao People's Democratic Republic, Thailand","LAO, THA",Definitely endangered,1000,18.4666,104.6666
1740,Tirma,Sudan,SDN,Critically endangered,1000,6.4899,34.3212
2323,Tombelala,Indonesia,IDN,Vulnerable,1000,-2.5315,121.9454
448,Toto,India,IND,Critically endangered,1000,26.6867,89.5056
315,Trio (Suriname),Suriname,SUR,Vulnerable,1000,2.1528,-56.3818
2258,Tum,Lao People's Democratic Republic,LAO,Definitely endangered,1000,18.7,105.05
1414,Tuotomb,Cameroon,CMR,Severely endangered,1000,4.4449,10.371
596,Yatê,Brazil,BRA,Severely endangered,1000,-7.0136,-37.0458
2260,Zaiwa,"China, India","CHN, IND",Definitely endangered,1000,28.4735,96.4764
84,Zay,Ethiopia,ETH,Severely endangered,1000,8.0728,38.8476
2190,Zenaga (Western Sahara),Western Sahara,ESH,Critically endangered,1000,22.2687,-13.7109
1376,|Gui,Botswana,BWA,Vulnerable,1000,-21.8385,21.7858
1396,ǁAni,Botswana,BWA,Definitely endangered,1000,-18.6462,22.1319
1900,Buglé,Panama,PAN,Definitely endangered,993,8.5858,-82.3856
1706,Ka'apór,Brazil,BRA,Vulnerable,991,-2.8991,-46.3183
114,Hadza,United Republic of Tanzania,TZA,Vulnerable,975,-3.401,35.3897
186,Kunwinjku,Australia,AUS,Vulnerable,974,-12.1333,133.4014
1781,Bakairi,Brazil,BRA,Vulnerable,950,-14.4213,-54.0305
2501,Drubea,New Caledonia (France),NCL,Vulnerable,946,-22.0347,166.5527
2342,Namonuito,Micronesia (Federated States of),FSM,Severely endangered,944,8.6299,150.0128
1395,Hya,"Cameroon, Nigeria","CMR, NGA",Severely endangered,940,10.3311,13.5269
602,Machineri (Brazil),Brazil,BRA,Vulnerable,937,-10.5742,-70.4882
2381,South Slavey,Canada,CAN,Definitely endangered,920,61.8154,-121.3346
1707,Wajãpi,Brazil,BRA,Vulnerable,905,0.747,-52.8442
1095,Mewahang,Nepal,NPL,Severely endangered,904,27.5441,87.1401
1261,Awapit,Ecuador,ECU,Severely endangered,900,1.0985,-78.706
290,Chimila,Colombia,COL,Severely endangered,900,10.0986,-73.894
1419,Kua,Botswana,BWA,Definitely endangered,900,-22.7106,26.4605
1741,Njalgulgule,Sudan,SDN,Severely endangered,900,8.4452,25.3015
1865,Pech,Honduras,HND,Severely endangered,900,15.0819,-85.5552
1819,Rikbaktsa,Brazil,BRA,Severely endangered,900,-10.6174,-58.2714
2490,Caac,New Caledonia (France),NCL,Vulnerable,890,-20.3883,164.5614
254,Inuinnaqtun,Canada,CAN,Definitely endangered,890,67.8443,-115.2742
2496,Voh-Koné dialects,New Caledonia (France),NCL,Definitely endangered,878,-20.9665,164.7866
2353,Kuna (Colombia),Colombia,COL,Severely endangered,876,7.8633,-76.9042
1764,Dení,Brazil,BRA,Vulnerable,875,-6.5773,-68.1591
562,Tarao,India,IND,Critically endangered,870,24.297,93.4497
